sab,onsettime,autofile_i,ppid,cogload,trialn,RT,disengaged,premature,maxsb,design,TLC_calc,V1,simulated_ttlc,TLC_onset,TLC_takeover,time_remaining,early,TLC_end_of_trial,censored,TLC_failure
-0.3039716,6,0,3,noload,24,5.70051837369579,1,0,0.668841580183142,balanced,8.36787313563842,3,9.55,9.55,3.84948162630421,9,3.29948162630421,0.550000000000001,0,9.55
-0.3039716,6,0,3,noload,27,5.71717678465837,1,0,0.682857916,balanced,8.36787313563842,3,9.55,9.55,3.83282321534164,9,3.28282321534164,0.550000000000001,0,9.55
-0.3039716,6,0,1,noload,45,6.43353876627339,1,0,0.875474074,balanced,8.36787313563842,3,9.55,9.55,3.11646123372662,9,2.56646123372662,0.550000000000001,0,9.55
-0.3039716,6,0,10,noload,35,6.88365575045713,1,0,0.926676699,balanced,8.36787313563842,3,9.55,9.55,2.66634424954287,9,2.11634424954287,0.550000000000001,0,9.55
-0.3039716,6,0,9,noload,14,6.51669785805706,1,0,0.908996735822363,balanced,8.36787313563842,3,9.55,9.55,3.03330214194295,9,2.48330214194294,0.550000000000001,0,9.55
-0.3039716,6,0,4,noload,45,6.38333211082511,1,0,0.83773266,balanced,8.36787313563842,3,9.55,9.55,3.16666788917489,9,2.61666788917489,0.550000000000001,0,9.55
-0.3039716,6,0,8,noload,27,6.86685280827317,1,0,1.02135431212923,balanced,8.36787313563842,3,9.55,9.55,2.68314719172684,9,2.13314719172683,0.550000000000001,0,9.55
-0.3039716,6,0,11,noload,26,7.45043681791537,1,0,1.063307668,balanced,8.36787313563842,3,9.55,9.55,2.09956318208463,9,1.54956318208463,0.550000000000001,0,9.55
-0.3039716,6,0,7,noload,35,5.10041046576009,1,0,0.648373669424402,balanced,8.36787313563842,3,9.55,9.55,4.44958953423991,9,3.89958953423991,0.550000000000001,0,9.55
-0.3039716,6,0,1,noload,16,5.96695615636241,1,0,0.813604202,balanced,8.36787313563842,3,9.55,9.55,3.58304384363759,9,3.03304384363759,0.550000000000001,0,9.55
-0.3039716,6,0,10,noload,20,6.23359708479825,1,0,0.863201896743886,balanced,8.36787313563842,3,9.55,9.55,3.31640291520175,9,2.76640291520175,0.550000000000001,0,9.55
-0.3039716,6,0,10,noload,41,6.26699742003916,1,0,0.862869961425957,balanced,8.36787313563842,3,9.55,9.55,3.28300257996084,9,2.73300257996084,0.550000000000001,0,9.55
-0.3039716,6,0,2,noload,29,6.2668317,1,0,0.789581710659302,balanced,8.36787313563842,3,9.55,9.55,3.2831683,9,2.7331683,0.550000000000001,0,9.55
-0.3039716,6,0,8,noload,17,6.61675274458253,1,0,0.925617931682482,balanced,8.36787313563842,3,9.55,9.55,2.93324725541747,9,2.38324725541747,0.550000000000001,0,9.55
-0.3039716,6,0,5,noload,11,2.68354965692799,1,0,0.666005140492714,balanced,8.36787313563842,3,9.55,9.55,6.86645034307201,9,6.31645034307201,0.550000000000001,0,9.55
-0.52191351,6,0,6,noload,20,3.366761951,1,0,0.52937821316601,balanced,6.38605011755701,2,7.116666667,7.116666667,3.749904716,9,5.633238049,-1.883333333,0,7.12
-0.52191351,6,0,10,noload,9,3.73384868153948,1,0,0.809898726,balanced,6.38605011755701,2,7.116666667,7.116666667,3.38281798546052,9,5.26615131846052,-1.883333333,0,7.12
-0.52191351,6,0,11,noload,29,5.25045414453291,1,0,0.97216622,balanced,6.38605011755701,2,7.116666667,7.116666667,1.86621252246709,9,3.74954585546709,-1.883333333,0,7.12
